trip_id,stop_id,route_id,day,stop_sequence_norm,hour,is_rush_hour,is_weekend,day_of_week,route_type,n_stops_on_trip,prior_stop_delay,temp_deviation,route_frequency,delay_minutes
T004,S006,R002,2024-01-13,0.5,12,0,1,5,3,5,2.16,1.02,2.0,2.76
T004,S005,R002,2024-01-13,0.75,12,0,1,5,3,5,2.76,1.02,2.0,3.56
T004,S004,R002,2024-01-13,1.0,12,0,1,5,3,5,3.56,1.02,2.0,3.06
T004,S007,R002,2024-01-13,0.0,11,0,1,5,3,5,0.0,1.02,2.0,0.46
T004,S020,R002,2024-01-13,0.25,11,0,1,5,3,5,0.46,1.02,2.0,0.07
T004,S006,R002,2024-01-13,0.5,11,0,1,5,3,5,0.07,1.02,2.0,1.8
T004,S005,R002,2024-01-13,0.75,11,0,1,5,3,5,1.8,1.02,2.0,1.94
T004,S004,R002,2024-01-13,1.0,11,0,1,5,3,5,1.94,1.02,2.0,2.61
T004,S007,R002,2024-01-13,0.0,16,0,1,5,3,5,0.0,1.02,2.0,0.99
T004,S020,R002,2024-01-13,0.25,16,0,1,5,3,5,0.99,1.02,2.0,2.01
T004,S006,R002,2024-01-13,0.5,16,0,1,5,3,5,2.01,1.02,2.0,1.42
T004,S005,R002,2024-01-13,0.75,16,0,1,5,3,5,1.42,1.02,2.0,0.86
T004,S004,R002,2024-01-13,1.0,16,0,1,5,3,5,0.86,1.02,2.0,1.83
T005,S010,R003,2024-01-13,0.0,17,1,1,5,3,5,0.0,1.02,2.0,2.27
T005,S001,R003,2024-01-13,0.25,17,1,1,5,3,5,2.27,1.02,2.0,1.54
T005,S002,R003,2024-01-13,0.5,17,1,1,5,3,5,1.54,1.02,2.0,1.45
T005,S016,R003,2024-01-13,0.75,17,1,1,5,3,5,1.45,1.02,2.0,2.8
T005,S015,R003,2024-01-13,1.0,17,1,1,5,3,5,2.8,1.02,2.0,4.14
T005,S010,R003,2024-01-13,0.0,21,0,1,5,3,5,0.0,1.02,2.0,0.24
T005,S001,R003,2024-01-13,0.25,21,0,1,5,3,5,0.24,1.02,2.0,0.0
T005,S002,R003,2024-01-13,0.5,21,0,1,5,3,5,0.0,1.02,2.0,1.02
T005,S016,R003,2024-01-13,0.75,21,0,1,5,3,5,1.02,1.02,2.0,2.13
T005,S015,R003,2024-01-13,1.0,21,0,1,5,3,5,2.13,1.02,2.0,4.02
T005,S010,R003,2024-01-13,0.0,8,1,1,5,3,5,0.0,1.02,2.0,0.73
T005,S001,R003,2024-01-13,0.25,8,1,1,5,3,5,0.73,1.02,2.0,1.78
T005,S002,R003,2024-01-13,0.5,8,1,1,5,3,5,1.78,1.02,2.0,3.46
T005,S016,R003,2024-01-13,0.75,8,1,1,5,3,5,3.46,1.02,2.0,3.3
T005,S015,R003,2024-01-13,1.0,8,1,1,5,3,5,3.3,1.02,2.0,3.46
T007,S013,R004,2024-01-13,0.0,9,1,1,5,3,6,0.0,1.02,1.0,0.0
T007,S014,R004,2024-01-13,0.2,9,1,1,5,3,6,0.0,1.02,1.0,0.0
T007,S001,R004,2024-01-13,0.4,9,1,1,5,3,6,0.0,1.02,1.0,1.83
T007,S020,R004,2024-01-13,0.6,9,1,1,5,3,6,1.83,1.02,1.0,2.66
T007,S017,R004,2024-01-13,0.8,9,1,1,5,3,6,2.66,1.02,1.0,3.94
T007,S018,R004,2024-01-13,1.0,9,1,1,5,3,6,3.94,1.02,1.0,5.52
T007,S013,R004,2024-01-13,0.0,11,0,1,5,3,6,0.0,1.02,1.0,2.51
T007,S014,R004,2024-01-13,0.2,11,0,1,5,3,6,2.51,1.02,1.0,0.66
T007,S001,R004,2024-01-13,0.4,11,0,1,5,3,6,0.66,1.02,1.0,2.99
T007,S020,R004,2024-01-13,0.6,11,0,1,5,3,6,2.99,1.02,1.0,2.61
T007,S017,R004,2024-01-13,0.8,11,0,1,5,3,6,2.61,1.02,1.0,1.27
T007,S018,R004,2024-01-13,1.0,11,0,1,5,3,6,1.27,1.02,1.0,2.6
T007,S013,R004,2024-01-13,0.0,9,1,1,5,3,6,0.0,1.02,1.0,0.12
T007,S014,R004,2024-01-13,0.2,9,1,1,5,3,6,0.12,1.02,1.0,0.0
T007,S001,R004,2024-01-13,0.4,9,1,1,5,3,6,0.0,1.02,1.0,0.62
T007,S020,R004,2024-01-13,0.6,9,1,1,5,3,6,0.62,1.02,1.0,1.39
T007,S017,R004,2024-01-13,0.8,9,1,1,5,3,6,1.39,1.02,1.0,1.62
T007,S018,R004,2024-01-13,1.0,9,1,1,5,3,6,1.62,1.02,1.0,3.16
T008,S011,R005,2024-01-13,0.0,18,1,1,5,3,6,0.0,1.02,1.0,2.34
T008,S010,R005,2024-01-13,0.2,18,1,1,5,3,6,2.34,1.02,1.0,2.62
T008,S009,R005,2024-01-13,0.4,18,1,1,5,3,6,2.62,1.02,1.0,4.57
T008,S008,R005,2024-01-13,0.6,18,1,1,5,3,6,4.57,1.02,1.0,7.83
T008,S019,R005,2024-01-13,0.8,18,1,1,5,3,6,7.83,1.02,1.0,8.71
T008,S017,R005,2024-01-13,1.0,18,1,1,5,3,6,8.71,1.02,1.0,12.4
T008,S011,R005,2024-01-13,0.0,5,0,1,5,3,6,0.0,1.02,1.0,1.63
T008,S010,R005,2024-01-13,0.2,5,0,1,5,3,6,1.63,1.02,1.0,0.95
T008,S009,R005,2024-01-13,0.4,5,0,1,5,3,6,0.95,1.02,1.0,1.6
T008,S008,R005,2024-01-13,0.6,5,0,1,5,3,6,1.6,1.02,1.0,2.54
T008,S019,R005,2024-01-13,0.8,5,0,1,5,3,6,2.54,1.02,1.0,2.38
T008,S017,R005,2024-01-13,1.0,5,0,1,5,3,6,2.38,1.02,1.0,2.49
T008,S011,R005,2024-01-13,0.0,13,0,1,5,3,6,0.0,1.02,1.0,1.12
T008,S010,R005,2024-01-13,0.2,13,0,1,5,3,6,1.12,1.02,1.0,1.48
T008,S009,R005,2024-01-13,0.4,13,0,1,5,3,6,1.48,1.02,1.0,0.95
T008,S008,R005,2024-01-13,0.6,13,0,1,5,3,6,0.95,1.02,1.0,3.2
T008,S019,R005,2024-01-13,0.8,13,0,1,5,3,6,3.2,1.02,1.0,3.09
T008,S017,R005,2024-01-13,1.0,13,0,1,5,3,6,3.09,1.02,1.0,2.36
T009,S021,R006,2024-01-13,0.0,22,0,1,5,1,3,0.0,1.02,1.0,0.0
T009,S022,R006,2024-01-13,0.5,22,0,1,5,1,3,0.0,1.02,1.0,0.51
T009,S023,R006,2024-01-13,1.0,22,0,1,5,1,3,0.51,1.02,1.0,0.37
T009,S021,R006,2024-01-13,0.0,9,1,1,5,1,3,0.0,1.02,1.0,0.5
T009,S022,R006,2024-01-13,0.5,9,1,1,5,1,3,0.5,1.02,1.0,0.41
T009,S023,R006,2024-01-13,1.0,9,1,1,5,1,3,0.41,1.02,1.0,0.77
T009,S021,R006,2024-01-13,0.0,17,1,1,5,1,3,0.0,1.02,1.0,0.54
T009,S022,R006,2024-01-13,0.5,17,1,1,5,1,3,0.54,1.02,1.0,0.99
T009,S023,R006,2024-01-13,1.0,17,1,1,5,1,3,0.99,1.02,1.0,1.46
T001,S001,R001,2024-01-14,0.0,9,1,1,6,3,6,0.0,0.88,2.0,3.46
T001,S002,R001,2024-01-14,0.2,9,1,1,6,3,6,3.46,0.88,2.0,3.03
T001,S003,R001,2024-01-14,0.4,9,1,1,6,3,6,3.03,0.88,2.0,2.39
T001,S010,R001,2024-01-14,0.6,9,1,1,6,3,6,2.39,0.88,2.0,2.52
T001,S011,R001,2024-01-14,0.8,9,1,1,6,3,6,2.52,0.88,2.0,5.26
T001,S012,R001,2024-01-14,1.0,9,1,1,6,3,6,5.26,0.88,2.0,6.27
T001,S001,R001,2024-01-14,0.0,10,1,1,6,3,6,0.0,0.88,2.0,0.02
T001,S002,R001,2024-01-14,0.2,10,1,1,6,3,6,0.02,0.88,2.0,0.0
T001,S003,R001,2024-01-14,0.4,10,1,1,6,3,6,0.0,0.88,2.0,0.0
T001,S010,R001,2024-01-14,0.6,10,1,1,6,3,6,0.0,0.88,2.0,1.07
T001,S011,R001,2024-01-14,0.8,10,1,1,6,3,6,1.07,0.88,2.0,1.41
T001,S012,R001,2024-01-14,1.0,10,1,1,6,3,6,1.41,0.88,2.0,3.08
T001,S001,R001,2024-01-14,0.0,9,1,1,6,3,6,0.0,0.88,2.0,1.27
T001,S002,R001,2024-01-14,0.2,9,1,1,6,3,6,1.27,0.88,2.0,1.1
T001,S003,R001,2024-01-14,0.4,9,1,1,6,3,6,1.1,0.88,2.0,2.7
T001,S010,R001,2024-01-14,0.6,9,1,1,6,3,6,2.7,0.88,2.0,4.59
T001,S011,R001,2024-01-14,0.8,9,1,1,6,3,6,4.59,0.88,2.0,5.77
T001,S012,R001,2024-01-14,1.0,9,1,1,6,3,6,5.77,0.88,2.0,7.09
T002,S012,R001,2024-01-14,0.0,17,1,1,6,3,6,0.0,0.88,2.0,2.59
T002,S011,R001,2024-01-14,0.2,17,1,1,6,3,6,2.59,0.88,2.0,2.12
T002,S010,R001,2024-01-14,0.4,17,1,1,6,3,6,2.12,0.88,2.0,2.79
T002,S003,R001,2024-01-14,0.6,17,1,1,6,3,6,2.79,0.88,2.0,3.49
T002,S002,R001,2024-01-14,0.8,17,1,1,6,3,6,3.49,0.88,2.0,7.23
T002,S001,R001,2024-01-14,1.0,17,1,1,6,3,6,7.23,0.88,2.0,10.45
T002,S012,R001,2024-01-14,0.0,7,1,1,6,3,6,0.0,0.88,2.0,0.45
T002,S011,R001,2024-01-14,0.2,7,1,1,6,3,6,0.45,0.88,2.0,1.19
T002,S010,R001,2024-01-14,0.4,7,1,1,6,3,6,1.19,0.88,2.0,3.94
T002,S003,R001,2024-01-14,0.6,7,1,1,6,3,6,3.94,0.88,2.0,4.98
T002,S002,R001,2024-01-14,0.8,7,1,1,6,3,6,4.98,0.88,2.0,7.07
T002,S001,R001,2024-01-14,1.0,7,1,1,6,3,6,7.07,0.88,2.0,7.26
T002,S012,R001,2024-01-14,0.0,18,1,1,6,3,6,0.0,0.88,2.0,0.51
T002,S011,R001,2024-01-14,0.2,18,1,1,6,3,6,0.51,0.88,2.0,1.33
T002,S010,R001,2024-01-14,0.4,18,1,1,6,3,6,1.33,0.88,2.0,3.23
T002,S003,R001,2024-01-14,0.6,18,1,1,6,3,6,3.23,0.88,2.0,4.7
T002,S002,R001,2024-01-14,0.8,18,1,1,6,3,6,4.7,0.88,2.0,7.42
T002,S001,R001,2024-01-14,1.0,18,1,1,6,3,6,7.42,0.88,2.0,9.23
T003,S004,R002,2024-01-14,0.0,5,0,1,6,3,5,0.0,0.88,2.0,1.53
T003,S005,R002,2024-01-14,0.25,5,0,1,6,3,5,1.53,0.88,2.0,1.51
T003,S006,R002,2024-01-14,0.5,5,0,1,6,3,5,1.51,0.88,2.0,1.79
T003,S020,R002,2024-01-14,0.75,5,0,1,6,3,5,1.79,0.88,2.0,1.3
T003,S007,R002,2024-01-14,1.0,5,0,1,6,3,5,1.3,0.88,2.0,0.69
T003,S004,R002,2024-01-14,0.0,8,1,1,6,3,5,0.0,0.88,2.0,0.57
T003,S005,R002,2024-01-14,0.25,8,1,1,6,3,5,0.57,0.88,2.0,0.72
T003,S006,R002,2024-01-14,0.5,8,1,1,6,3,5,0.72,0.88,2.0,0.0
T003,S020,R002,2024-01-14,0.75,8,1,1,6,3,5,0.0,0.88,2.0,1.42
T003,S007,R002,2024-01-14,1.0,8,1,1,6,3,5,1.42,0.88,2.0,4.27
T003,S004,R002,2024-01-14,0.0,15,0,1,6,3,5,0.0,0.88,2.0,2.48
T003,S005,R002,2024-01-14,0.25,15,0,1,6,3,5,2.48,0.88,2.0,2.73
T003,S006,R002,2024-01-14,0.5,15,0,1,6,3,5,2.73,0.88,2.0,2.54
T003,S020,R002,2024-01-14,0.75,15,0,1,6,3,5,2.54,0.88,2.0,3.11
T003,S007,R002,2024-01-14,1.0,15,0,1,6,3,5,3.11,0.88,2.0,2.0
T004,S007,R002,2024-01-14,0.0,6,0,1,6,3,5,0.0,0.88,2.0,1.33
T004,S020,R002,2024-01-14,0.25,6,0,1,6,3,5,1.33,0.88,2.0,0.71
T004,S006,R002,2024-01-14,0.5,6,0,1,6,3,5,0.71,0.88,2.0,1.55
T004,S005,R002,2024-01-14,0.75,6,0,1,6,3,5,1.55,0.88,2.0,1.86
T004,S004,R002,2024-01-14,1.0,6,0,1,6,3,5,1.86,0.88,2.0,2.72
T004,S007,R002,2024-01-14,0.0,13,0,1,6,3,5,0.0,0.88,2.0,1.27
T004,S020,R002,2024-01-14,0.25,13,0,1,6,3,5,1.27,0.88,2.0,0.94
T004,S006,R002,2024-01-14,0.5,13,0,1,6,3,5,0.94,0.88,2.0,1.73
T004,S005,R002,2024-01-14,0.75,13,0,1,6,3,5,1.73,0.88,2.0,2.81
T004,S004,R002,2024-01-14,1.0,13,0,1,6,3,5,2.81,0.88,2.0,2.28
T004,S007,R002,2024-01-14,0.0,18,1,1,6,3,5,0.0,0.88,2.0,0.65
T004,S020,R002,2024-01-14,0.25,18,1,1,6,3,5,0.65,0.88,2.0,1.62
T004,S006,R002,2024-01-14,0.5,18,1,1,6,3,5,1.62,0.88,2.0,0.96
T004,S005,R002,2024-01-14,0.75,18,1,1,6,3,5,0.96,0.88,2.0,2.26
T004,S004,R002,2024-01-14,1.0,18,1,1,6,3,5,2.26,0.88,2.0,3.75
T005,S010,R003,2024-01-14,0.0,11,0,1,6,3,5,0.0,0.88,2.0,1.5
T005,S001,R003,2024-01-14,0.25,11,0,1,6,3,5,1.5,0.88,2.0,1.6
T005,S002,R003,2024-01-14,0.5,11,0,1,6,3,5,1.6,0.88,2.0,1.67
T005,S016,R003,2024-01-14,0.75,11,0,1,6,3,5,1.67,0.88,2.0,2.49
T005,S015,R003,2024-01-14,1.0,11,0,1,6,3,5,2.49,0.88,2.0,3.2
T005,S010,R003,2024-01-14,0.0,15,0,1,6,3,5,0.0,0.88,2.0,0.0
T005,S001,R003,2024-01-14,0.25,15,0,1,6,3,5,0.0,0.88,2.0,0.0
T005,S002,R003,2024-01-14,0.5,15,0,1,6,3,5,0.0,0.88,2.0,0.0
T005,S016,R003,2024-01-14,0.75,15,0,1,6,3,5,0.0,0.88,2.0,1.32
T005,S015,R003,2024-01-14,1.0,15,0,1,6,3,5,1.32,0.88,2.0,1.95
T005,S010,R003,2024-01-14,0.0,11,0,1,6,3,5,0.0,0.88,2.0,0.0
T005,S001,R003,2024-01-14,0.25,11,0,1,6,3,5,0.0,0.88,2.0,0.0
T005,S002,R003,2024-01-14,0.5,11,0,1,6,3,5,0.0,0.88,2.0,0.2
T005,S016,R003,2024-01-14,0.75,11,0,1,6,3,5,0.2,0.88,2.0,2.34
T005,S015,R003,2024-01-14,1.0,11,0,1,6,3,5,2.34,0.88,2.0,2.12
T007,S013,R004,2024-01-14,0.0,19,1,1,6,3,6,0.0,0.88,1.0,2.58
T007,S014,R004,2024-01-14,0.2,19,1,1,6,3,6,2.58,0.88,1.0,2.94
T007,S001,R004,2024-01-14,0.4,19,1,1,6,3,6,2.94,0.88,1.0,3.09
T007,S020,R004,2024-01-14,0.6,19,1,1,6,3,6,3.09,0.88,1.0,3.59
T007,S017,R004,2024-01-14,0.8,19,1,1,6,3,6,3.59,0.88,1.0,4.2
T007,S018,R004,2024-01-14,1.0,19,1,1,6,3,6,4.2,0.88,1.0,4.99
T007,S013,R004,2024-01-14,0.0,8,1,1,6,3,6,0.0,0.88,1.0,1.77
T007,S014,R004,2024-01-14,0.2,8,1,1,6,3,6,1.77,0.88,1.0,1.1
T007,S001,R004,2024-01-14,0.4,8,1,1,6,3,6,1.1,0.88,1.0,1.57
T007,S020,R004,2024-01-14,0.6,8,1,1,6,3,6,1.57,0.88,1.0,1.64
T007,S017,R004,2024-01-14,0.8,8,1,1,6,3,6,1.64,0.88,1.0,2.36
T007,S018,R004,2024-01-14,1.0,8,1,1,6,3,6,2.36,0.88,1.0,2.74
T007,S013,R004,2024-01-14,0.0,19,1,1,6,3,6,0.0,0.88,1.0,1.31
T007,S014,R004,2024-01-14,0.2,19,1,1,6,3,6,1.31,0.88,1.0,0.0
T007,S001,R004,2024-01-14,0.4,19,1,1,6,3,6,0.0,0.88,1.0,1.74
T007,S020,R004,2024-01-14,0.6,19,1,1,6,3,6,1.74,0.88,1.0,1.7
T007,S017,R004,2024-01-14,0.8,19,1,1,6,3,6,1.7,0.88,1.0,2.62
T007,S018,R004,2024-01-14,1.0,19,1,1,6,3,6,2.62,0.88,1.0,3.8
T008,S011,R005,2024-01-14,0.0,19,1,1,6,3,6,0.0,0.88,1.0,2.79
T008,S010,R005,2024-01-14,0.2,19,1,1,6,3,6,2.79,0.88,1.0,2.58
T008,S009,R005,2024-01-14,0.4,19,1,1,6,3,6,2.58,0.88,1.0,2.49
T008,S008,R005,2024-01-14,0.6,19,1,1,6,3,6,2.49,0.88,1.0,4.82
T008,S019,R005,2024-01-14,0.8,19,1,1,6,3,6,4.82,0.88,1.0,8.97
T008,S017,R005,2024-01-14,1.0,19,1,1,6,3,6,8.97,0.88,1.0,8.03
T008,S011,R005,2024-01-14,0.0,10,1,1,6,3,6,0.0,0.88,1.0,0.79
T008,S010,R005,2024-01-14,0.2,10,1,1,6,3,6,0.79,0.88,1.0,0.55
T008,S009,R005,2024-01-14,0.4,10,1,1,6,3,6,0.55,0.88,1.0,0.76
T008,S008,R005,2024-01-14,0.6,10,1,1,6,3,6,0.76,0.88,1.0,0.0
T008,S019,R005,2024-01-14,0.8,10,1,1,6,3,6,0.0,0.88,1.0,1.81
T008,S017,R005,2024-01-14,1.0,10,1,1,6,3,6,1.81,0.88,1.0,3.18
T008,S011,R005,2024-01-14,0.0,14,0,1,6,3,6,0.0,0.88,1.0,0.93
T008,S010,R005,2024-01-14,0.2,14,0,1,6,3,6,0.93,0.88,1.0,1.67
T008,S009,R005,2024-01-14,0.4,14,0,1,6,3,6,1.67,0.88,1.0,1.43
T008,S008,R005,2024-01-14,0.6,14,0,1,6,3,6,1.43,0.88,1.0,3.44
T008,S019,R005,2024-01-14,0.8,14,0,1,6,3,6,3.44,0.88,1.0,3.94
T008,S017,R005,2024-01-14,1.0,14,0,1,6,3,6,3.94,0.88,1.0,5.57
T009,S021,R006,2024-01-14,0.0,10,1,1,6,1,3,0.0,0.88,1.0,0.82
T009,S022,R006,2024-01-14,0.5,10,1,1,6,1,3,0.82,0.88,1.0,1.46
T009,S023,R006,2024-01-14,1.0,10,1,1,6,1,3,1.46,0.88,1.0,1.92
T009,S021,R006,2024-01-14,0.0,20,1,1,6,1,3,0.0,0.88,1.0,0.41
T009,S022,R006,2024-01-14,0.5,20,1,1,6,1,3,0.41,0.88,1.0,0.0
T009,S023,R006,2024-01-14,1.0,20,1,1,6,1,3,0.0,0.88,1.0,1.17
T009,S021,R006,2024-01-14,0.0,9,1,1,6,1,3,0.0,0.88,1.0,0.91
T009,S022,R006,2024-01-14,0.5,9,1,1,6,1,3,0.91,0.88,1.0,0.81
T009,S023,R006,2024-01-14,1.0,9,1,1,6,1,3,0.81,0.88,1.0,1.64
T001,S001,R001,2024-01-15,0.0,5,0,0,0,3,6,0.0,0.1,2.0,0.49
T001,S002,R001,2024-01-15,0.2,5,0,0,0,3,6,0.49,0.1,2.0,0.08
T001,S003,R001,2024-01-15,0.4,5,0,0,0,3,6,0.08,0.1,2.0,0.0
T001,S010,R001,2024-01-15,0.6,5,0,0,0,3,6,0.0,0.1,2.0,1.14
T001,S011,R001,2024-01-15,0.8,5,0,0,0,3,6,1.14,0.1,2.0,0.24
T001,S012,R001,2024-01-15,1.0,5,0,0,0,3,6,0.24,0.1,2.0,0.93
T001,S001,R001,2024-01-15,0.0,20,1,0,0,3,6,0.0,0.1,2.0,0.93
T001,S002,R001,2024-01-15,0.2,20,1,0,0,3,6,0.93,0.1,2.0,0.19
T001,S003,R001,2024-01-15,0.4,20,1,0,0,3,6,0.19,0.1,2.0,0.19
T001,S010,R001,2024-01-15,0.6,20,1,0,0,3,6,0.19,0.1,2.0,0.07
T001,S011,R001,2024-01-15,0.8,20,1,0,0,3,6,0.07,0.1,2.0,0.0
T001,S012,R001,2024-01-15,1.0,20,1,0,0,3,6,0.0,0.1,2.0,2.02
T001,S001,R001,2024-01-15,0.0,12,0,0,0,3,6,0.0,0.1,2.0,0.0
T001,S002,R001,2024-01-15,0.2,12,0,0,0,3,6,0.0,0.1,2.0,2.11
T001,S003,R001,2024-01-15,0.4,12,0,0,0,3,6,2.11,0.1,2.0,2.27
T001,S010,R001,2024-01-15,0.6,12,0,0,0,3,6,2.27,0.1,2.0,4.39
T001,S011,R001,2024-01-15,0.8,12,0,0,0,3,6,4.39,0.1,2.0,4.99
T001,S012,R001,2024-01-15,1.0,12,0,0,0,3,6,4.99,0.1,2.0,4.85
T002,S012,R001,2024-01-15,0.0,20,1,0,0,3,6,0.0,0.1,2.0,0.88
T002,S011,R001,2024-01-15,0.2,20,1,0,0,3,6,0.88,0.1,2.0,0.46
T002,S010,R001,2024-01-15,0.4,20,1,0,0,3,6,0.46,0.1,2.0,2.23
T002,S003,R001,2024-01-15,0.6,20,1,0,0,3,6,2.23,0.1,2.0,2.9
T002,S002,R001,2024-01-15,0.8,20,1,0,0,3,6,2.9,0.1,2.0,4.18
T002,S001,R001,2024-01-15,1.0,20,1,0,0,3,6,4.18,0.1,2.0,5.46
T002,S012,R001,2024-01-15,0.0,7,1,0,0,3,6,0.0,0.1,2.0,1.78
T002,S011,R001,2024-01-15,0.2,7,1,0,0,3,6,1.78,0.1,2.0,2.3
T002,S010,R001,2024-01-15,0.4,7,1,0,0,3,6,2.3,0.1,2.0,4.13
T002,S003,R001,2024-01-15,0.6,7,1,0,0,3,6,4.13,0.1,2.0,4.5
T002,S002,R001,2024-01-15,0.8,7,1,0,0,3,6,4.5,0.1,2.0,5.5
T002,S001,R001,2024-01-15,1.0,7,1,0,0,3,6,5.5,0.1,2.0,7.97
T002,S012,R001,2024-01-15,0.0,9,1,0,0,3,6,0.0,0.1,2.0,3.15
T002,S011,R001,2024-01-15,0.2,9,1,0,0,3,6,3.15,0.1,2.0,2.87
T002,S010,R001,2024-01-15,0.4,9,1,0,0,3,6,2.87,0.1,2.0,2.5
T002,S003,R001,2024-01-15,0.6,9,1,0,0,3,6,2.5,0.1,2.0,5.9
T002,S002,R001,2024-01-15,0.8,9,1,0,0,3,6,5.9,0.1,2.0,9.84
T002,S001,R001,2024-01-15,1.0,9,1,0,0,3,6,9.84,0.1,2.0,13.71
T003,S004,R002,2024-01-15,0.0,6,0,0,0,3,5,0.0,0.1,2.0,0.0
T003,S005,R002,2024-01-15,0.25,6,0,0,0,3,5,0.0,0.1,2.0,0.0
T003,S006,R002,2024-01-15,0.5,6,0,0,0,3,5,0.0,0.1,2.0,0.17
T003,S020,R002,2024-01-15,0.75,6,0,0,0,3,5,0.17,0.1,2.0,0.83
T003,S007,R002,2024-01-15,1.0,6,0,0,0,3,5,0.83,0.1,2.0,1.17
T003,S004,R002,2024-01-15,0.0,8,1,0,0,3,5,0.0,0.1,2.0,1.32
T003,S005,R002,2024-01-15,0.25,8,1,0,0,3,5,1.32,0.1,2.0,2.03
T003,S006,R002,2024-01-15,0.5,8,1,0,0,3,5,2.03,0.1,2.0,2.59
T003,S020,R002,2024-01-15,0.75,8,1,0,0,3,5,2.59,0.1,2.0,2.18
T003,S007,R002,2024-01-15,1.0,8,1,0,0,3,5,2.18,0.1,2.0,2.75
T003,S004,R002,2024-01-15,0.0,22,0,0,0,3,5,0.0,0.1,2.0,1.06
T003,S005,R002,2024-01-15,0.25,22,0,0,0,3,5,1.06,0.1,2.0,1.3
T003,S006,R002,2024-01-15,0.5,22,0,0,0,3,5,1.3,0.1,2.0,1.08
T003,S020,R002,2024-01-15,0.75,22,0,0,0,3,5,1.08,0.1,2.0,0.77
T003,S007,R002,2024-01-15,1.0,22,0,0,0,3,5,0.77,0.1,2.0,2.56
T004,S007,R002,2024-01-15,0.0,10,1,0,0,3,5,0.0,0.1,2.0,0.58
T004,S020,R002,2024-01-15,0.25,10,1,0,0,3,5,0.58,0.1,2.0,1.71
T004,S006,R002,2024-01-15,0.5,10,1,0,0,3,5,1.71,0.1,2.0,0.37
T004,S005,R002,2024-01-15,0.75,10,1,0,0,3,5,0.37,0.1,2.0,1.76
T004,S004,R002,2024-01-15,1.0,10,1,0,0,3,5,1.76,0.1,2.0,1.8
T004,S007,R002,2024-01-15,0.0,8,1,0,0,3,5,0.0,0.1,2.0,0.89
T004,S020,R002,2024-01-15,0.25,8,1,0,0,3,5,0.89,0.1,2.0,1.41
T004,S006,R002,2024-01-15,0.5,8,1,0,0,3,5,1.41,0.1,2.0,2.91
T004,S005,R002,2024-01-15,0.75,8,1,0,0,3,5,2.91,0.1,2.0,2.63
T004,S004,R002,2024-01-15,1.0,8,1,0,0,3,5,2.63,0.1,2.0,4.11
T004,S007,R002,2024-01-15,0.0,10,1,0,0,3,5,0.0,0.1,2.0,2.16
T004,S020,R002,2024-01-15,0.25,10,1,0,0,3,5,2.16,0.1,2.0,0.73
T004,S006,R002,2024-01-15,0.5,10,1,0,0,3,5,0.73,0.1,2.0,0.0
T004,S005,R002,2024-01-15,0.75,10,1,0,0,3,5,0.0,0.1,2.0,1.82
T004,S004,R002,2024-01-15,1.0,10,1,0,0,3,5,1.82,0.1,2.0,3.16
T005,S010,R003,2024-01-15,0.0,17,1,0,0,3,5,0.0,0.1,2.0,1.97
T005,S001,R003,2024-01-15,0.25,17,1,0,0,3,5,1.97,0.1,2.0,1.05
T005,S002,R003,2024-01-15,0.5,17,1,0,0,3,5,1.05,0.1,2.0,4.2
T005,S016,R003,2024-01-15,0.75,17,1,0,0,3,5,4.2,0.1,2.0,6.89
T005,S015,R003,2024-01-15,1.0,17,1,0,0,3,5,6.89,0.1,2.0,6.09
T005,S010,R003,2024-01-15,0.0,5,0,0,0,3,5,0.0,0.1,2.0,0.0
T005,S001,R003,2024-01-15,0.25,5,0,0,0,3,5,0.0,0.1,2.0,0.84
T005,S002,R003,2024-01-15,0.5,5,0,0,0,3,5,0.84,0.1,2.0,1.38
T005,S016,R003,2024-01-15,0.75,5,0,0,0,3,5,1.38,0.1,2.0,1.21
T005,S015,R003,2024-01-15,1.0,5,0,0,0,3,5,1.21,0.1,2.0,0.0
T005,S010,R003,2024-01-15,0.0,21,0,0,0,3,5,0.0,0.1,2.0,0.31
T005,S001,R003,2024-01-15,0.25,21,0,0,0,3,5,0.31,0.1,2.0,0.0
T005,S002,R003,2024-01-15,0.5,21,0,0,0,3,5,0.0,0.1,2.0,1.33
T005,S016,R003,2024-01-15,0.75,21,0,0,0,3,5,1.33,0.1,2.0,0.8
T005,S015,R003,2024-01-15,1.0,21,0,0,0,3,5,0.8,0.1,2.0,2.48
T007,S013,R004,2024-01-15,0.0,22,0,0,0,3,6,0.0,0.1,1.0,0.0
T007,S014,R004,2024-01-15,0.2,22,0,0,0,3,6,0.0,0.1,1.0,0.15
T007,S001,R004,2024-01-15,0.4,22,0,0,0,3,6,0.15,0.1,1.0,0.52
T007,S020,R004,2024-01-15,0.6,22,0,0,0,3,6,0.52,0.1,1.0,1.31
T007,S017,R004,2024-01-15,0.8,22,0,0,0,3,6,1.31,0.1,1.0,1.55
T007,S018,R004,2024-01-15,1.0,22,0,0,0,3,6,1.55,0.1,1.0,1.15
T007,S013,R004,2024-01-15,0.0,14,0,0,0,3,6,0.0,0.1,1.0,0.83
T007,S014,R004,2024-01-15,0.2,14,0,0,0,3,6,0.83,0.1,1.0,0.0
T007,S001,R004,2024-01-15,0.4,14,0,0,0,3,6,0.0,0.1,1.0,1.15
